,Time,Ticker,Asset Turnover,Average Assets,Book Value per Share,Current Ratio,Debt to Equity Ratio,Dividend Yield,EBITDA,EBITDA [USD],EBITDA Margin,Earnings before Tax,Average Equity,Enterprise Value,Enterprise Value over EBIT,Enterprise Value over EBITDA,Free Cash Flow,Free Cash Flow per Share,Foreign Currency to USD Exchange Rate,Gross Margin,Invested Capital,Invested Capital Average,Market Capitalization,Profit Margin,Price to Earnings (Damodaran Method),Price to Earnings Ratio,Price to Sales Ratio,Price to Sales (Damodaran Method),Price to Book Value,Return on Invested Capital,Sales per Share,Payout Ratio,Return on Average Assets,Return on Average Equity,Return on Sales,Tangible Asset Value,Tangible Asset Book Value per Share,Working Capital
7,2018-06-30,AAPL,0.6809999999999999,374703000000.0,23.545,1.307,2.0380000000000003,0.013999999999999999,81032000000.0,81032000000.0,0.317,70399000000.0,129018250000.0,986622195180.0,14.0,12.175999999999998,59523000000.0,12.192,1.0,0.38299999999999995,343278000000.0,361503500000.0,909841195180.0,0.22,16.212,16.647000000000002,3.54,3.5639999999999996,7.915,0.195,52.287,0.23600000000000002,0.15,0.435,0.276,349197000000.0,71.525,27213000000.0
87,2018-06-30,INTC,0.525,126226250000.0,15.067,1.571,0.7979999999999999,0.023,31329000000.0,31329000000.0,0.473,22505000000.0,70041750000.0,256706600000.0,11.0,8.193999999999999,12714000000.0,2.735,1.0,0.619,97480000000.0,94515750000.0,231648600000.0,0.201,17.432000000000002,17.504,3.489,3.498,3.307,0.24100000000000002,14.245999999999999,0.40299999999999997,0.105,0.19,0.344,89523000000.0,19.256,10032000000.0
17,2018-06-30,AMZN,1.642,126759750000.0,72.006,1.072,2.832,0.0,21659000000.0,21659000000.0,0.10400000000000001,6709000000.0,29706250000.0,832752691419.0,105.0,38.448,10422000000.0,21.444000000000003,1.0,0.38799999999999996,74170000000.0,69557000000.0,824788691419.0,0.03,131.41899999999998,131.157,3.969,3.963,23.569000000000003,0.114,428.241,0.0,0.05,0.21100000000000002,0.038,120156000000.0,247.235,3680000000.0
137,2018-06-30,MSFT,0.43700000000000006,252361250000.0,10.743,2.9010000000000002,2.129,0.017,46735000000.0,46735000000.0,0.423,36474000000.0,82491000000.0,708278105771.0,19.0,15.155,32252000000.0,4.189,1.0,0.652,104664000000.0,105360500000.0,757640105771.0,0.15,45.721000000000004,45.865,6.88,6.865,9.158999999999999,0.34600000000000003,14.332,0.767,0.066,0.201,0.331,215112000000.0,27.936999999999998,111174000000.0
167,2018-06-30,T,0.33899999999999997,467249000000.0,28.811,0.8059999999999999,1.916,0.062,48097000000.0,48097000000.0,0.304,16206000000.0,148680250000.0,311361510000.0,13.0,6.474,18660000000.0,2.938,1.0,0.517,348093000000.0,291402250000.0,197187510000.0,0.201,6.189,6.2589999999999995,1.288,1.245,1.078,0.081,24.936,0.386,0.068,0.214,0.149,240042000000.0,37.796,-13307000000.0
197,2018-06-30,XOM,0.772,348933500000.0,44.22,0.81,0.8290000000000001,0.038,42468000000.0,42468000000.0,0.158,22039000000.0,186345250000.0,386757122973.0,17.0,9.107000000000001,13555000000.0,3.202,1.0,0.341,324133000000.0,327804500000.0,350265122973.0,0.078,16.719,16.849,1.301,1.301,1.871,0.069,63.613,0.637,0.06,0.11199999999999999,0.084,348790000000.0,82.382,-11892000000.0
177,2018-06-30,V,0.294,68087000000.0,16.324,1.6909999999999998,1.046,0.006,13574000000.0,13574000000.0,0.6779999999999999,12367000000.0,33395500000.0,278314481220.0,21.0,20.503,11649000000.0,5.707000000000001,1.0,0.85,21044000000.0,22457750000.0,270716481220.0,0.479,28.211,32.384,13.495999999999999,13.515999999999998,8.125,0.578,9.814,0.191,0.141,0.287,0.648,25343000000.0,12.417,7557000000.0
37,2018-06-30,BRK,0.341,699558000000.0,145.11700000000002,,0.978,0.0,38396000000.0,38396000000.0,0.161,25222000000.0,340517250000.0,501787215665.0,17.0,13.069,22309000000.0,9.041,1.0,0.21100000000000002,630969000000.0,636758000000.0,460583215665.0,0.19899999999999998,9.698,9.691,1.932,1.932,1.286,0.046,96.633,0.0,0.068,0.139,0.122,598757000000.0,242.645,
77,2018-06-30,IBM,0.654,123474750000.0,20.238,1.32,5.56,0.043,16674000000.0,16674000000.0,0.20600000000000002,11449000000.0,18476750000.0,162365172348.0,13.0,9.738,12557000000.0,13.722000000000001,1.0,0.46399999999999997,80891000000.0,82563750000.0,128240172348.0,0.071,22.283,22.281,1.5830000000000002,1.588,6.9239999999999995,0.147,88.264,0.968,0.047,0.311,0.15,81796000000.0,89.385,11353000000.0
27,2018-06-30,BA,0.899,107528250000.0,-2.448,1.112,-79.507,0.019,13415000000.0,13415000000.0,0.139,10925000000.0,630750000.0,198678742251.0,18.0,14.81,12619000000.0,21.435,1.0,0.191,31423000000.0,31847500000.0,195461742251.0,0.10099999999999999,19.939,20.297,2.044,2.023,-135.643,0.355,164.146,0.379,0.091,15.542,0.11699999999999999,105151000000.0,178.61599999999999,8676000000.0
97,2018-07-01,JNJ,0.516,156237750000.0,23.447,1.653,1.47,0.027999999999999997,25862000000.0,25862000000.0,0.321,17804000000.0,65070750000.0,343346076632.0,18.0,13.276,18493000000.0,6.895,1.0,0.6559999999999999,61989000000.0,60430500000.0,325452076632.0,0.017,237.21,233.34599999999998,4.034,4.034,5.175,0.311,30.081,6.577000000000001,0.009000000000000001,0.021,0.233,74963000000.0,27.948,17950000000.0
147,2018-07-01,PFE,0.316,168385000000.0,11.895,1.16,1.359,0.036000000000000004,19411000000.0,19411000000.0,0.365,13142000000.0,68010000000.0,250761437621.0,19.0,12.919,15596000000.0,2.659,1.0,0.7829999999999999,68218000000.0,74513500000.0,212222437621.0,0.423,9.412,9.547,3.997,3.986,3.0410000000000004,0.17600000000000002,9.077,0.34700000000000003,0.134,0.332,0.247,62560000000.0,10.665,5147000000.0
66,2018-07-29,HD,2.287,45608500000.0,1.756,1.129,22.011999999999997,0.019,17260000000.0,17260000000.0,0.165,14173000000.0,1923250000.0,249603587473.0,16.0,14.460999999999999,9974000000.0,8.719,1.0,0.342,47563000000.0,48582500000.0,227409587473.0,0.094,23.078000000000003,23.084,2.162,2.18,113.195,0.312,91.18799999999999,0.45,0.21600000000000003,5.124,0.145,43981000000.0,38.445,2376000000.0
186,2018-07-31,WMT,2.474,206231250000.0,24.163,0.9259999999999999,1.858,0.023,21339000000.0,21339000000.0,0.042,8444000000.0,75187750000.0,301761845187.0,28.0,14.140999999999998,18533000000.0,6.291,1.0,0.252,154495000000.0,149859750000.0,263303845187.0,0.01,50.665,50.989,0.515,0.516,3.699,0.071,173.172,1.177,0.025,0.069,0.021,188222000000.0,63.891000000000005,-5313000000.0
46,2018-07-31,CRM,0.537,22065009000.0,18.11,0.8029999999999999,0.909,0.0,1796000000.0,1796000000.0,0.152,983000000.0,10948342500.0,97907385000.0,104.0,54.513999999999996,2560000000.0,3.427,1.0,0.741,4336000000.0,3193096000.0,100654385000.0,0.081,105.287,105.5,8.642999999999999,8.492,7.44,0.294,15.867,0.0,0.043,0.087,0.079,11448000000.0,15.325,-1667000000.0
116,2018-09-28,KO,0.382,89412000000.0,4.292,1.063,3.6519999999999997,0.033,10340000000.0,10340000000.0,0.303,8286000000.0,18317250000.0,229425487827.0,25.0,22.188000000000002,5398000000.0,1.2690000000000001,1.0,0.626,69637000000.0,74566500000.0,196442487827.0,0.08199999999999999,69.859,71.062,5.757999999999999,5.755,10.755999999999998,0.12300000000000001,8.023,2.369,0.031,0.154,0.26899999999999996,70022000000.0,16.456,1983000000.0
86,2018-09-29,INTC,0.547,126514750000.0,15.628,1.5119999999999998,0.794,0.025,32835000000.0,32835000000.0,0.474,23717000000.0,70178500000.0,243582190000.0,10.0,7.417999999999999,14413000000.0,3.1510000000000002,1.0,0.625,96622000000.0,95792000000.0,218054190000.0,0.21899999999999997,14.373,14.418,3.1239999999999997,3.1489999999999996,3.05,0.252,15.139000000000001,0.35700000000000004,0.12,0.21600000000000003,0.348,91729000000.0,20.054000000000002,10016000000.0
6,2018-09-29,AAPL,0.713,372304500000.0,21.622,1.133,2.4130000000000003,0.012,83806000000.0,83806000000.0,0.316,72903000000.0,122293250000.0,1172936495240.0,16.0,13.995999999999999,64121000000.0,12.94,1.0,0.38299999999999995,338366000000.0,353621000000.0,1090307495240.0,0.22399999999999998,18.315,18.796,4.212,4.105,10.176,0.20600000000000002,53.597,0.226,0.16,0.48700000000000004,0.27399999999999997,365725000000.0,73.804,15410000000.0
76,2018-09-30,IBM,0.65,123563250000.0,21.712,1.311,5.159,0.040999999999999995,16592000000.0,16592000000.0,0.20600000000000002,11382000000.0,18516000000.0,172556677859.0,14.0,10.4,13056000000.0,14.328,1.0,0.46399999999999997,80698000000.0,81766500000.0,138019677859.0,0.071,24.116999999999997,24.04,1.714,1.7169999999999999,6.976,0.14800000000000002,88.206,0.976,0.046,0.309,0.15,82330000000.0,90.353,11435000000.0
146,2018-09-30,PFE,0.319,167306750000.0,12.139000000000001,1.433,1.349,0.03,20072000000.0,20072000000.0,0.376,13755000000.0,70647250000.0,296157165797.0,22.0,14.755,16001000000.0,2.7239999999999998,1.0,0.7859999999999999,75383000000.0,73532500000.0,258343165797.0,0.446,10.845,10.963,4.851,4.84,3.622,0.187,9.085,0.33299999999999996,0.142,0.337,0.258,66918000000.0,11.39,12570000000.0
136,2018-09-30,MSFT,0.452,254491750000.0,11.204,2.918,1.9969999999999999,0.015,49310000000.0,49310000000.0,0.429,38711000000.0,81571000000.0,825054014431.0,21.0,16.732,31999000000.0,4.17,1.0,0.652,103910000000.0,105021250000.0,877014014431.0,0.16399999999999998,46.603,46.873000000000005,7.6370000000000005,7.632000000000001,10.202,0.369,14.975,0.6890000000000001,0.07400000000000001,0.231,0.337,214185000000.0,27.914,107918000000.0
106,2018-09-30,JPM,0.042,2587154500000.0,76.703,,9.099,0.02,45732000000.0,45732000000.0,0.426,38384000000.0,257077000000.0,486387162634.0,13.0,10.636,26319000000.0,7.796,1.0,1.0,2657756000000.0,2624941250000.0,379242162634.0,0.259,13.619000000000002,13.879000000000001,3.548,3.532,1.465,0.015,31.805,0.276,0.011000000000000001,0.10800000000000001,0.35700000000000004,2560486000000.0,758.415,
156,2018-09-30,PG,0.5479999999999999,121940750000.0,20.1,0.799,1.256,0.034,16714000000.0,16714000000.0,0.25,13409000000.0,53763500000.0,235794187990.0,17.0,14.107999999999999,11138000000.0,4.263999999999999,1.0,0.48200000000000004,48818000000.0,51462000000.0,207077187990.0,0.151,20.511,21.232,3.2510000000000003,3.097,3.944,0.271,25.6,0.718,0.083,0.188,0.20800000000000002,49296000000.0,18.872,-5874000000.0
176,2018-09-30,V,0.301,68399000000.0,16.596,1.611,1.036,0.005,14031000000.0,14031000000.0,0.6809999999999999,12806000000.0,33707000000.0,311955802382.0,23.0,22.233,12237000000.0,5.972,1.0,0.846,22145000000.0,22372250000.0,305320802382.0,0.5,29.64,33.88,14.922,14.815,8.978,0.6,10.058,0.18600000000000003,0.151,0.306,0.6509999999999999,26473000000.0,12.92,6911000000.0
96,2018-09-30,JNJ,0.521,156249000000.0,24.084,1.72,1.409,0.025,25529000000.0,25529000000.0,0.314,17437000000.0,62732500000.0,385190404948.0,21.0,15.088,18470000000.0,6.882999999999999,1.0,0.6629999999999999,64124000000.0,62106500000.0,370676404948.0,0.019,240.387,234.18599999999998,4.556,4.555,5.736000000000001,0.297,30.328000000000003,5.898,0.01,0.025,0.22699999999999998,76364000000.0,28.458000000000002,19757000000.0
196,2018-09-30,XOM,0.813,350233750000.0,44.963,0.8270000000000001,0.8290000000000001,0.037000000000000005,45741000000.0,45741000000.0,0.161,25445000000.0,188367500000.0,397748555787.0,15.0,8.696,16837000000.0,3.977,1.0,0.33799999999999997,323708000000.0,325733000000.0,359958555787.0,0.08199999999999999,15.502,15.629000000000001,1.264,1.264,1.891,0.08,67.27600000000001,0.585,0.066,0.12300000000000001,0.092,354628000000.0,83.76100000000001,-11313000000.0
26,2018-09-30,BA,0.86,113441250000.0,-2.219,1.104,-89.89,0.018000000000000002,12993000000.0,12993000000.0,0.133,10475000000.0,37000000.0,217656641977.0,20.0,16.752,13795000000.0,23.752,1.0,0.187,30832000000.0,31823000000.0,213659641977.0,0.106,20.631,21.119,2.214,2.19,-165.75599999999997,0.342,167.968,0.37200000000000005,0.091,279.892,0.11199999999999999,106407000000.0,183.208,8269000000.0
166,2018-09-30,T,0.336,490000250000.0,25.24,0.812,1.903,0.059000000000000004,51815000000.0,51815000000.0,0.315,17435000000.0,163402250000.0,420501960000.0,17.0,8.115,19473000000.0,2.673,1.0,0.525,348597000000.0,306085250000.0,243857960000.0,0.204,7.269,6.348,1.4869999999999999,1.483,1.3259999999999998,0.08199999999999999,22.575,0.376,0.068,0.205,0.153,239256000000.0,32.847,-12313000000.0
16,2018-09-30,AMZN,1.651,133866750000.0,80.17399999999999,1.082,2.673,0.0,25732000000.0,25732000000.0,0.11599999999999999,9786000000.0,33323000000.0,981760601567.0,88.0,38.153,15365000000.0,31.486,1.0,0.39899999999999997,78077000000.0,72359500000.0,976945601567.0,0.04,109.73200000000001,109.215,4.4239999999999995,4.421,24.97,0.154,452.781,0.0,0.067,0.267,0.05,129142000000.0,264.635,4561000000.0
36,2018-09-30,BRK,0.359,713284250000.0,152.164,,0.951,0.0,55698000000.0,55698000000.0,0.217,42708000000.0,357349250000.0,562629438580.0,12.0,10.101,21447000000.0,8.689,1.0,0.268,679708000000.0,650064500000.0,530417438580.0,0.242,8.56,8.52,2.063,2.0709999999999997,1.412,0.071,103.766,0.0,0.087,0.17300000000000001,0.18,623506000000.0,252.592,
126,2018-09-30,MA,0.642,22521000000.0,5.569,1.5519999999999998,3.0260000000000002,0.004,8115000000.0,8115000000.0,0.561,7473000000.0,5550750000.0,229825901898.0,30.0,28.320999999999998,6211000000.0,5.989,1.0,1.0,8111000000.0,7735250000.0,231169901898.0,0.359,44.567,44.791000000000004,15.97,15.992,40.029,0.9890000000000001,13.939,0.195,0.23,0.934,0.529,19367000000.0,18.676,5355000000.0
56,2018-09-30,GOOGL,0.62,209344500000.0,244.136,4.144,0.304,0.0,41340000000.0,41340000000.0,0.318,32859000000.0,161291750000.0,829571726233.0,25.0,20.067,22806000000.0,32.782,1.0,0.57,160437000000.0,152965250000.0,839738726233.0,0.145,44.743,44.773,6.466,6.466,4.944,0.215,186.676,0.0,0.09,0.11599999999999999,0.253,201195000000.0,289.207,98401000000.0
65,2018-10-28,HD,2.313,45652750000.0,1.163,1.089,33.242,0.023,17473000000.0,17473000000.0,0.165,14386000000.0,1617500000.0,219062919603.0,14.0,12.537,10102000000.0,8.9,1.0,0.34299999999999997,48766000000.0,48563000000.0,197054919603.0,0.1,18.668,18.68,1.851,1.8659999999999999,149.284,0.316,93.035,0.43200000000000005,0.231,6.526,0.145,42942000000.0,37.834,1613000000.0
45,2018-10-31,CRM,0.515,24339500000.0,19.333,0.856,0.81,0.0,1826000000.0,1826000000.0,0.146,965000000.0,12414250000.0,105206508000.0,117.0,57.61600000000001,2553000000.0,3.359,1.0,0.741,5087000000.0,4035750000.0,103849508000.0,0.076,108.85700000000001,106.38799999999999,8.315,8.279,7.068,0.223,16.505,0.0,0.039,0.077,0.07200000000000001,11538000000.0,15.182,-1152000000.0
185,2018-10-31,WMT,2.431,210523500000.0,24.622,0.81,2.043,0.021,21051000000.0,21051000000.0,0.040999999999999995,8189000000.0,74150500000.0,331649503281.0,32.0,15.755,18813000000.0,6.434,1.0,0.252,161605000000.0,151842000000.0,293693503281.0,0.01,56.93899999999999,57.632,0.573,0.574,4.079,0.069,175.06099999999998,1.19,0.025,0.07,0.02,195539000000.0,66.874,-16305000000.0
85,2018-12-29,INTC,0.555,127693250000.0,16.171,1.7309999999999999,0.716,0.026000000000000002,32276000000.0,32276000000.0,0.456,23317000000.0,71564500000.0,237834000000.0,10.0,7.369,14251000000.0,3.091,1.0,0.617,98328000000.0,97355500000.0,213367000000.0,0.297,10.135,10.23,3.043,3.012,2.862,0.23800000000000002,15.365,0.263,0.165,0.294,0.327,91614000000.0,19.869,12161000000.0
5,2018-12-29,AAPL,0.7190000000000001,364035750000.0,24.894000000000002,1.301,2.17,0.018000000000000002,81332000000.0,81332000000.0,0.311,69779000000.0,116716500000.0,829943529540.0,12.0,10.204,61973000000.0,13.085999999999999,1.0,0.382,335395000000.0,343000500000.0,741373529540.0,0.22699999999999998,12.475,12.732999999999999,2.8280000000000003,2.8339999999999996,6.289,0.203,55.24100000000001,0.23,0.163,0.509,0.267,373719000000.0,78.913,32545000000.0
95,2018-12-30,JNJ,0.526,155161750000.0,22.283,1.474,1.56,0.027999999999999997,25933000000.0,25933000000.0,0.318,17999000000.0,62630500000.0,356532336115.0,19.0,13.748,18531000000.0,6.9110000000000005,1.0,0.6679999999999999,56033000000.0,61517500000.0,341335336115.0,0.188,22.314,22.328000000000003,4.183,4.184,5.712999999999999,0.309,30.424,0.621,0.099,0.244,0.233,74890000000.0,27.928,14803000000.0
55,2018-12-31,GOOGL,0.627,218218750000.0,255.40900000000002,3.9189999999999996,0.311,0.0,43948000000.0,43948000000.0,0.321,34913000000.0,167573250000.0,717277149270.0,21.0,16.320999999999998,22832000000.0,32.83,1.0,0.565,165375000000.0,157577250000.0,726734149270.0,0.225,23.644000000000002,23.631,5.312,5.312,4.091,0.222,196.73,0.0,0.141,0.183,0.255,212684000000.0,305.815,101056000000.0
15,2018-12-31,AMZN,1.6440000000000001,141701250000.0,89.42299999999999,1.0979999999999999,2.735,0.0,28028000000.0,28028000000.0,0.12,11270000000.0,37283000000.0,738675210197.0,58.0,26.355,19400000000.0,39.836,1.0,0.402,81104000000.0,76561000000.0,734416210197.0,0.043,72.90899999999999,72.62899999999999,3.141,3.154,16.864,0.166,478.207,0.0,0.071,0.27,0.054000000000000006,148100000000.0,304.107,6710000000.0
35,2018-12-31,BRK,0.315,714709000000.0,141.687,,1.0190000000000001,0.0,17332000000.0,17332000000.0,0.077,3700000000.0,357451000000.0,558705308030.0,74.0,32.235,22863000000.0,9.29,1.0,0.14300000000000002,662399000000.0,650833500000.0,502503308030.0,0.018000000000000002,124.97,125.264,2.23,2.23,1.4409999999999998,0.012,91.57799999999999,0.0,0.006,0.011000000000000001,0.034,595270000000.0,241.873,
105,2018-12-31,JPM,0.042,2609387500000.0,75.52600000000001,,9.224,0.025,46790000000.0,46790000000.0,0.429,38999000000.0,257282500000.0,421896594974.0,11.0,9.017000000000001,14187000000.0,4.177,1.0,1.0,2823017000000.0,2695020000000.0,324626594974.0,0.282,10.571,10.799000000000001,3.0410000000000004,2.977,1.266,0.013999999999999999,32.101,0.27399999999999997,0.012,0.11900000000000001,0.358,2568183000000.0,756.1489999999999,
75,2018-12-31,IBM,0.647,123069750000.0,18.416,1.286,6.337999999999999,0.055,16550000000.0,16550000000.0,0.20800000000000002,11347000000.0,18316500000.0,138492588632.0,11.0,8.368,11531000000.0,12.642999999999999,1.0,0.46399999999999997,80011000000.0,81256000000.0,103302588632.0,0.11,11.835999999999999,11.878,1.3030000000000002,1.298,6.15,0.149,87.266,0.649,0.071,0.47700000000000004,0.152,84030000000.0,92.133,10919000000.0
175,2018-12-31,V,0.306,69524250000.0,16.904,1.5019999999999998,1.102,0.006999999999999999,14427000000.0,14427000000.0,0.679,13197000000.0,33880500000.0,273102309533.0,20.0,18.93,12702000000.0,6.297000000000001,1.0,0.845,22664000000.0,22258250000.0,266125309533.0,0.506,24.741999999999997,28.374000000000002,12.522,12.522,7.805,0.62,10.537,0.18899999999999997,0.155,0.317,0.649,29205000000.0,14.479000000000001,6718000000.0
125,2018-12-31,MA,0.639,23403750000.0,5.183,1.395,3.591,0.005,7849000000.0,7849000000.0,0.525,7204000000.0,5532500000.0,193289659976.0,26.0,24.625999999999998,5719000000.0,5.494,1.0,1.0,7944000000.0,8024500000.0,194836659976.0,0.392,33.254,33.508,13.136,13.033,36.114000000000004,0.9209999999999999,14.360999999999999,0.17800000000000002,0.25,1.0590000000000002,0.494,20965000000.0,20.139,4578000000.0
25,2018-12-31,BA,0.882,114690500000.0,0.597,1.0759999999999998,344.98199999999997,0.021,14193000000.0,14193000000.0,0.14,11604000000.0,-292250000.0,186985031502.0,15.0,13.174000000000001,13720000000.0,24.16,1.0,0.19399999999999998,30710000000.0,31529000000.0,183143031502.0,0.10300000000000001,17.509,17.867,1.811,1.811,540.245,0.38299999999999995,178.076,0.379,0.091,-35.791,0.11900000000000001,106090000000.0,186.81599999999997,6240000000.0
115,2018-12-31,KO,0.389,88242000000.0,3.987,0.866,3.778,0.033,10219000000.0,10219000000.0,0.298,8183000000.0,18294500000.0,232590933070.0,25.0,22.761,6327000000.0,1.486,1.0,0.619,65959000000.0,71958000000.0,201545933070.0,0.188,31.325,31.358,5.879,5.876,11.869000000000002,0.127,8.054,1.033,0.073,0.35200000000000004,0.266,61629000000.0,14.47,-3852000000.0
195,2018-12-31,XOM,0.83,349610000000.0,45.301,0.84,0.77,0.047,49883000000.0,49883000000.0,0.172,30372000000.0,189394000000.0,323071310922.0,10.0,6.477,16440000000.0,3.883,1.0,0.349,323812000000.0,324166250000.0,288703310922.0,0.07200000000000001,13.853,13.972999999999999,0.995,0.995,1.505,0.096,68.546,0.662,0.06,0.11,0.107,346196000000.0,81.76899999999999,-9165000000.0
145,2018-12-31,PFE,0.327,164213000000.0,10.798,1.567,1.5090000000000001,0.031,18243000000.0,18243000000.0,0.34,11859000000.0,68672000000.0,289795715330.0,24.0,15.885,13631000000.0,2.3209999999999997,1.0,0.79,79543000000.0,73711750000.0,252317715330.0,0.20800000000000002,22.623,22.974,4.7780000000000005,4.703,3.9789999999999996,0.161,9.136000000000001,0.716,0.068,0.162,0.221,70800000000.0,12.057,18068000000.0
135,2018-12-31,MSFT,0.46399999999999997,255205750000.0,11.977,3.1180000000000003,1.81,0.017,50985000000.0,50985000000.0,0.43,39927000000.0,85013000000.0,725675537016.0,18.0,14.232999999999999,31903000000.0,4.148,1.0,0.6509999999999999,109672000000.0,106030500000.0,779673537016.0,0.28300000000000003,23.245,23.349,6.595,6.582000000000001,8.463,0.377,15.4,0.395,0.131,0.395,0.337,208800000000.0,27.145,106556000000.0
155,2018-12-31,PG,0.552,121201500000.0,20.756,0.782,1.272,0.031,16631000000.0,16631000000.0,0.249,13336000000.0,53694000000.0,257752253602.0,19.0,15.498,11528000000.0,4.395,1.0,0.479,49492000000.0,50337500000.0,229010253602.0,0.161,21.214000000000002,21.834,3.603,3.423,4.206,0.276,25.51,0.675,0.08900000000000001,0.201,0.207,50808000000.0,19.37,-6816000000.0
